From,Destination,City,Type,Distance (km),Duration (Days),Budget,Cost (BDT)
Rangpur,Bhawal National Park,Gazipur,Park,282,1,Low,2573
Khulna,Mujibnagar Memorial,Meherpur,Historical Palace,157,1,Low,1320
Barisal,Hatirjheel,Dhaka,Picnic Spot,157,1,Low,1905
Cumilla,Chimbuk View Point,Bandarban,Hills,180,1,High,4412
Cumilla,Madhabkunda Waterfall,Moulvibazar,Waterfall,230,2,Medium,1838
Mymensingh,Madhabkunda Waterfall,Moulvibazar,Waterfall,281,3,Low,1885
Barisal,Maheshkhali Island,Cox's Bazar,Island,343,6,Medium,14691
Chittagong,Dhanmondi Lake,Dhaka,Park,248,1,Low,2089
Sylhet,Mahasthangarh,Bogura,Historical Palace,406,1,Medium,1960
Barisal,Pachgaon Waterfall,Netrokona,Hills,370,4,High,9627
Dhaka,Hatirjheel,Dhaka,Picnic Spot,7,1,Low,492
Cumilla,Zaflong Tea Garden,Sylhet,Picnic Spot,267,1,Low,2583
Rajshahi,Shilaidaha Kuthibari,Kushtia,Historical Palace,122,1,Low,1116
Chittagong,Panam City,Narayanganj,Historical Palace,221,1,Medium,1898
Rangpur,Mujibnagar Eco Park,Meherpur,Park,280,1,Medium,2184
Cumilla,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,298,7,Medium,7448
Rajshahi,Hardinge Bridge,Kushtia,Historical Palace,82,1,Low,1907
Rangpur,Saint Martin's Island,Cox's Bazar,Island,787,7,High,14613
Dhaka,Birishiri,Netrokona,Picnic Spot,166,1,Low,1643
Cumilla,Bangabandhu Safari Park,Gazipur,Park,151,1,Low,1966
Barisal,Tindur Waterfall,Bandarban,Waterfall,365,2,Low,4743
Dhaka,Chor Kukri Mukri,Bhola,Island,300,6,High,13344
Dhaka,Sitakunda Eco Park,Chittagong,Park,219,1,Medium,2467
Barisal,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,295,1,Medium,2055
Rajshahi,Jadipai Waterfall,Bandarban,Waterfall,633,3,Medium,2505
Khulna,Shaheed Suhrawardy Udyan,Dhaka,Park,206,1,Low,2117
Barisal,Baliadi  Zamindar Bari,Gazipur,Historical Palace,322,1,Low,2096
Dhaka,Baliadi  Zamindar Bari,Gazipur,Historical Palace,48,1,Low,726
Cumilla,Chhatak Haor,Sunamganj,Picnic Spot,61,1,Low,1579
Chittagong,Pachgaon Waterfall,Netrokona,Hills,391,4,Medium,6206
Dhaka,Nafakhum Waterfall,Bandarban,Waterfall,350,3,Low,2065
Mymensingh,Fatra's Char,Patuakhali,Island,404,3,Medium,16783
Rajshahi,Shahjalal Dargah,Sylhet,Historical Palace,450,1,Low,1874
Barisal,Mujibnagar Memorial,Meherpur,Historical Palace,266,1,Medium,2203
Cumilla,Dhanmondi Lake,Dhaka,Park,562,1,Medium,1622
Mymensingh,Shilaidaha Kuthibari,Kushtia,Historical Palace,257,1,Medium,1876
Barisal,Ahsan Monjil,Dhaka,Historical Palace,149,1,Low,1889
Mymensingh,Shahporan Dargah,Sylhet,Historical Palace,204,1,Medium,2079
Sylhet,Mujibnagar Eco Park,Meherpur,Park,478,1,Medium,2707
Mymensingh,Suagazi Zamindar Bari,Cumilla,Historical Palace,117,1,Low,1099
Mymensingh,Lalbagh Fort,Dhaka,Historical Palace,124,1,Low,1347
Dhaka,Muktagacha ZamidarBari,Mymensingh,Historical Palace,129,1,Low,1201
Sylhet,Birishiri,Netrokona,Picnic Spot,169,1,Low,1965
Barisal,Dhakeshwari Temple,Dhaka,Historical Palace,168,1,Low,1529
Cumilla,Tindur Waterfall,Bandarban,Waterfall,274,3,Medium,2140
Chittagong,Chandranath Hill,Chittagong,Hills,73,1,High,3857
Sylhet,Khoiyachora Jhorna,Chittagong,Waterfall,306,2,Low,2902
Khulna,Kuakata Beach,Barisal,Sea Beach,220,4,High,5637
Khulna,Bangabandhu Bridge,Tangail,Historical Palace,302,1,Low,2965
Khulna,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,480,1,Low,2906
Cumilla,Dhakeshwari Temple,Dhaka,Historical Palace,226,1,Medium,1635
Mymensingh,Bichanakandi,Sylhet,Picnic Spot,234,1,Low,2328
Cumilla,Porikunda Eco Park,Sherpur,Park,630,1,Low,2626
Dhaka,Jatiyo Sriti Shoudho,Savar,Historical Palace,36,1,Low,1869
Barisal,Baliati Jamidar Bari,Manikganj,Historical Palace,236,1,Low,2911
Barisal,Mawa Ghat,Munshiganj,Picnic Spot,138,1,Low,1870
Barisal,Himchari National Park,Cox's Bazar,Park,398,1,Low,2639
Cumilla,Amiakhum Waterfall,Bandarban,Waterfall,666,1,Medium,2426
Rangpur,Dhanmondi Lake,Dhaka,Park,303,1,Low,2055
Khulna,Suagazi Zamindar Bari,Cumilla,Historical Palace,308,1,Low,1747
Cumilla,Mujibnagar Smriti Complex,Meherpur,Historical Palace,54,1,Low,644
Khulna,Chor Kukri Mukri,Bhola,Island,220,3,High,17875
Dhaka,Darjeeling Point,Panchagarh,Hills,460,6,Medium,8989
Mymensingh,Teknaf Beach,Teknaf,Sea Beach,576,3,High,11569
Cumilla,Chimbuk View Point,Bandarban,Hills,180,1,High,2422
Mymensingh,Jatiyo Sriti Shoudho,Savar,Historical Palace,120,1,Low,1976
Sylhet,Paharpur Buddhist Monastery,Naogaon,Historical Palace,446,1,Low,2424
Cumilla,Niladri Lake,Sunamganj,Picnic Spot,284,1,Low,2620
Cumilla,Meghla Tourist Complex,Bandarban,Hills,128,1,Medium,3475
Khulna,Chandraghona Paper Mills,Rangamati,Historical Palace,384,1,Medium,2859
Mymensingh,Shoshi Lodge,Mymensingh,Historical Palace,3,1,Low,1806
Sylhet,Alutila Cave,Khagrachari,Hills,369,3,High,7766
Barisal,Teliapara Managers Bunglow Nation Tea Estate,Habiganj,Picnic Spot,295,1,Low,2025
Sylhet,Madhabkunda Waterfall,Moulvibazar,Waterfall,73,1,Low,591
Sylhet,Tanguar Haor,Sunamganj,Picnic Spot,108,1,Low,1302
Mymensingh,Suagazi Zamindar Bari,Cumilla,Historical Palace,117,1,Low,1925
Dhaka,Shahjalal Dargah,Sylhet,Historical Palace,236,1,Low,2182
Rangpur,Sundarbans,Satkhira,Forest,453,3,Low,1704
Khulna,Panchagarh Tea Estate,Panchagarh,Picnic Spot,508,1,Low,2059
Cumilla,Ramsagar National Park,Dinajpur,Park,442,1,Low,1678
Barisal,Mohera Zamindar Bari,Tangail,Historical Palace,251,1,Low,2828
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,147,1,Low,1533
Rajshahi,Boga Lake,Bandarban,Hills,620,4,Medium,6665
Barisal,Bichanakandi,Sylhet,Picnic Spot,423,1,Medium,2217
Rangpur,Amiakhum Waterfall,Bandarban,Waterfall,562,3,Medium,3143
Khulna,Sreemangal,Moulvibazar,Picnic Spot,380,1,Low,2426
Rajshahi,Zinda Park,Narayanganj,Picnic Spot,244,1,Low,2000
Rajshahi,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,279,1,Low,2847
Cumilla,Chimbuk Hill,Bandarban,Hills,236,3,High,8077
Sylhet,Chor Kukri Mukri,Bhola,Island,535,6,Medium,16450
Barisal,Mujibnagar Smriti Complex,Meherpur,Historical Palace,278,1,Low,2283
Mymensingh,Himchari National Park,Cox's Bazar,Park,520,1,Medium,2302
Barisal,Ratargul Swamp Forest,Sylhet,Forest,423,2,Low,4220
Khulna,Fatra's Char,Patuakhali,Island,216,4,High,19420
Rajshahi,Lalon Shah Mazar,Kushtia,Historical Palace,112,1,Low,1330
Khulna,Khoiyachora Jhorna,Chittagong,Waterfall,294,1,Medium,3230
Dhaka,Aparajeyo Bangla,Dhaka,Historical Palace,12,1,Low,313
Cumilla,Keokradong,Bandarban,Hills,283,3,High,11878
Khulna,Kurigram Eco Park,Kurigram,Park,439,1,Low,1990
Rajshahi,Ratargul Swamp Forest,Sylhet,Forest,470,2,Low,2023
Khulna,Mohamaya Eco Park,Chittagong,Picnic Spot,382,1,Medium,1782
Cumilla,Sitakunda Eco Park,Chittagong,Park,116,1,Low,1073
Cumilla,Teliapara Tea Garden,Habiganj,Picnic Spot,295,1,Medium,1798
Barisal,Dulahazara Safari Park,Cox's Bazar,Park,346,1,Medium,2616
Mymensingh,Dhakeshwari Temple,Dhaka,Historical Palace,124,1,Low,1651
Barisal,Boga Lake,Bandarban,Hills,365,5,Medium,6500
Khulna,Cholon Beel,Sirajganj,Picnic Spot,223,1,Low,2661
Sylhet,Bhola Circuit House,Bhola,Picnic Spot,363,1,Medium,2070
Chittagong,Muktagacha ZamidarBari,Mymensingh,Historical Palace,381,1,Low,2448
Sylhet,Bichanakandi,Sylhet,Picnic Spot,40,1,Low,1811
Khulna,Boga Lake,Bandarban,Hills,468,6,High,11607
Sylhet,Hardinge Bridge,Kushtia,Historical Palace,425,1,Medium,2848
Chittagong,Lalbagh Fort,Dhaka,Historical Palace,244,1,Low,2843
Rangpur,Paharpur Buddhist Monastery,Naogaon,Historical Palace,112,1,Low,1074
Dhaka,Himchari National Park,Cox's Bazar,Park,410,1,Medium,2555
Mymensingh,Birishiri,Netrokona,Picnic Spot,54,1,Low,900
Barisal,Chimbuk Hill,Bandarban,Hills,327,4,Medium,5737
Rangpur,Ratargul Swamp Forest,Sylhet,Forest,520,1,Low,3867
Rajshahi,Saint Martin's Island,Cox's Bazar,Island,737,3,Medium,17598
Cumilla,Bangabandhu Bridge,Tangail,Historical Palace,214,1,Low,2206
Khulna,Chandraghona Paper Mills,Rangamati,Historical Palace,384,1,Low,1954
Rangpur,Muktagacha ZamidarBari,Mymensingh,Historical Palace,270,1,Medium,2355
Cumilla,Chandraghona Paper Mills,Rangamati,Historical Palace,301,1,Medium,2926
Chittagong,Paharpur Buddhist Monastery,Naogaon,Historical Palace,496,1,Medium,1962
Dhaka,Muktagacha ZamidarBari,Mymensingh,Historical Palace,129,1,Low,1584
Sylhet,Mujibnagar Eco Park,Meherpur,Park,478,1,Low,1733
Rajshahi,Nilachal,Bandarban,Hills,566,5,Medium,8672
Barisal,Balihar Rajbari,Naogaon,Historical Palace,367,1,Low,2807
Khulna,Bangladesh National Meusium,Dhaka,Historical Palace,207,1,Medium,1922
Rangpur,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,303,1,Medium,2061
Rangpur,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,678,1,Low,2817
Cumilla,Mujibnagar Eco Park,Meherpur,Park,39,1,Low,1856
Rajshahi,Sajek Valley,Rangamati,Hills,579,3,High,10460
Mymensingh,Patenga Beach,Chittagong,Sea Beach,373,7,High,9617
Dhaka,Madhumati River,Foridpur,Picnic Spot,163,1,Low,1932
Dhaka,Jadipai Waterfall,Bandarban,Waterfall,390,2,Low,2316
Sylhet,Chandranath Hill,Chittagong,Hills,321,6,Medium,10508
Mymensingh,Teliapara Tea Garden,Habiganj,Picnic Spot,173,1,Low,1225
Chittagong,Dhanmondi Lake,Dhaka,Park,248,1,Medium,1671
Khulna,Bhawal National Park,Gazipur,Park,247,1,Medium,2709
Mymensingh,Chandranath Temple,Chittagong,Historical Palace,329,1,Medium,2968
Dhaka,Bayazid Bostami Shrine,Chittagong,Historical Palace,250,1,Medium,2858
Sylhet,Chandraghona Paper Mills,Rangamati,Historical Palace,395,1,Low,2437
Cumilla,Amiakhum Waterfall,Bandarban,Waterfall,273,2,Medium,3141
Khulna,Sreemangal,Moulvibazar,Picnic Spot,380,1,Low,2802
Chittagong,Madhabkunda Waterfall,Moulvibazar,Waterfall,380,2,Low,1600
Mymensingh,Shangu River,Bandarban,Picnic Spot,502,1,Medium,1738
Cumilla,Dulahazara Safari Park,Cox's Bazar,Park,255,1,Medium,2593
Rangpur,Mohera Zamindar Bari,Tangail,Historical Palace,230,1,Medium,2027
Rangpur,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,51,1,Low,1320
Rajshahi,Aparajeyo Bangla,Dhaka,Historical Palace,249,1,Low,1535
Rangpur,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,678,1,Medium,2666
Sylhet,Chimbuk View Point,Bandarban,Hills,443,5,Medium,9913
Barisal,Sundarbans,Satkhira,Forest,120,1,Medium,2488
Dhaka,Patenga Beach,Chittagong,Sea Beach,262,3,Medium,17551
Cumilla,Kurigram Eco Park,Kurigram,Park,442,1,Medium,2203
Rajshahi,Chandranath Temple,Chittagong,Historical Palace,462,1,Low,2875
Khulna,Chor Kukri Mukri,Bhola,Island,220,4,High,8279
Chittagong,Jaflong,Sylhet,Picnic Spot,419,1,Medium,1807
Khulna,Bangabandhu Safari Park,Gazipur,Park,260,1,Low,2119
Dhaka,Jatiyo Sriti Shoudho,Savar,Historical Palace,36,1,Low,317
Khulna,Dulahazara Safari Park,Cox's Bazar,Park,450,1,Medium,2397
Cumilla,Satchari National Park,Habiganj,Park,110,1,Low,1012
Khulna,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,480,1,Medium,2194
Mymensingh,Mujibnagar Memorial,Meherpur,Historical Palace,295,1,Low,1732
Barisal,Hardinge Bridge,Kushtia,Historical Palace,241,1,Medium,2046
Rangpur,Cox's Bazar Sea Beach,Cox's Bazar,Sea Beach,693,6,Medium,19680
Mymensingh,Bichanakandi,Sylhet,Picnic Spot,234,1,Low,2849
Dhaka,Hatirjheel,Dhaka,Picnic Spot,7,1,Low,1190
Chittagong,Lalon Shah Mazar,Kushtia,Historical Palace,428,1,Medium,2922
Chittagong,Kuakata Beach,Patuakhali,Sea Beach,345,5,Medium,6183
Rangpur,Nafakhum Waterfall,Bandarban,Waterfall,558,1,Low,3866
Mymensingh,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,311,1,Low,2677
Mymensingh,Modhutila Eco Park,Sherpur,Park,83,1,Low,1050
Rajshahi,Jatiyo Sriti Shoudho,Savar,Historical Palace,229,1,Low,1728
Chittagong,Kuakata Beach,Barisal,Sea Beach,345,3,Medium,19659
Barisal,Ratargul Swamp Forest,Sylhet,Forest,423,3,Medium,3719
Dhaka,Fatra's Char,Patuakhali,Island,294,6,High,15892
Dhaka,Buddha Dhatu Jadi,Bandarban,Historical Palace,331,1,Medium,2673
Dhaka,Paharpur Buddhist Monastery,Naogaon,Historical Palace,244,1,Low,2330
Khulna,Rangamati Hanging Bridge,Rangamati,Hills,403,3,High,10421
Dhaka,Madhupur National Park,Tangail,Picnic Spot,138,1,Low,1460
Dhaka,Tilagor Eco Park,Sylhet,Park,240,1,Low,1818
Rangpur,Chimbuk View Point,Bandarban,Hills,251,6,High,5562
Cumilla,Madhupur National Park,Tangail,Forest,242,2,Low,4546
Barisal,Maheshkhali Island,Cox's Bazar,Island,343,5,Medium,7701
Rajshahi,Dhanmondi Lake,Dhaka,Park,254,1,Low,2734
Sylhet,Zaflong Tea Garden,Sylhet,Picnic Spot,49,1,Low,1195
Cumilla,Zaflong Tea Garden,Sylhet,Picnic Spot,267,1,Low,2285
Rajshahi,Patenga Beach,Chittagong,Sea Beach,505,7,Medium,16152
Rangpur,Boga Lake,Bandarban,Hills,669,6,High,8609
Chittagong,Chhatak Haor,Sunamganj,Picnic Spot,382,1,Medium,1683
Barisal,Kaptai Lake,Rangamati,Park,297,1,Medium,1829
Khulna,Darjeeling Point,Panchagarh,Hills,635,4,Medium,10825
Rajshahi,Sreemangal,Moulvibazar,Picnic Spot,389,1,Low,2288
Mymensingh,Kaptai Lake,Rangamati,Picnic Spot,423,1,Medium,1715
Khulna,Kurigram Eco Park,Kurigram,Park,439,1,Low,2877
Cumilla,Fultola Zamindar Bari,Jhenaidah,Historical Palace,188,1,Low,1183
Dhaka,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,314,1,Low,1846
Barisal,Kaptai Lake,Rangamati,Park,297,1,Low,2398
Sylhet,Alutila Cave,Khagrachari,Hills,369,5,Medium,11388
Cumilla,Chandraghona Paper Mills,Rangamati,Historical Palace,301,1,Low,2917
Rajshahi,Birishiri,Netrokona,Picnic Spot,296,1,Medium,2669
Mymensingh,Aparajeyo Bangla,Dhaka,Historical Palace,121,1,Low,1770
Cumilla,Shibganj Mango Orchard,Chapainawabganj,Picnic Spot,418,1,Medium,2091
Barisal,Lalbagh Fort,Dhaka,Historical Palace,150,1,Low,1951
Mymensingh,Paharpur Buddhist Monastery,Naogaon,Historical Palace,241,1,Medium,1710
Rangpur,Chimbuk View Point,Bandarban,Hills,251,4,Medium,8815
Rangpur,Tanguar Haor,Sunamganj,Picnic Spot,565,1,Medium,2706
Mymensingh,Kuakata Beach,Patuakhali,Sea Beach,408,7,High,19861
Mymensingh,Chhatak Haor,Sunamganj,Picnic Spot,186,1,Low,1545
Rajshahi,Dinajpur Rajbari,Dinajpur,Historical Palace,197,1,Low,1971
Dhaka,Gunahar Saheb Bari,Naogaon,Historical Palace,219,1,Medium,1894
Cumilla,Fatra's Char,Patuakhali,Island,272,4,High,11218
Chittagong,Chor Kukri Mukri,Bhola,Island,420,3,High,7352
Chittagong,Mahadevpur Zamindar Bari,Naogaon,Historical Palace,341,1,Medium,2143
Chittagong,Madhabkunda Waterfall,Moulvibazar,Waterfall,380,2,Low,4892
Cumilla,Tanguar Haor,Sunamganj,Picnic Spot,277,1,Medium,1996
Barisal,Hardinge Bridge,Kushtia,Historical Palace,241,1,Low,1977
Rajshahi,Tindur Waterfall,Bandarban,Waterfall,620,3,Medium,1812
Rajshahi,"Chhatak,lal pahar Haor",Sunamganj,Picnic Spot,474,1,Low,1712
Chittagong,Takerghat Limestone,Sunamganj,Picnic Spot,344,1,Medium,2317
Cumilla,Nilachal,Bandarban,Hills,220,3,High,10327
Rangpur,Inani Beach,Cox's Bazar,Sea Beach,708,3,High,15957
Cumilla,Chimbuk View Point,Bandarban,Hills,180,1,High,4421
Chittagong,Chimbuk Hill,Bandarban,Hills,87,1,Medium,2675
Sylhet,Satchari National Park,Habiganj,Park,112,1,Low,1505
Sylhet,Dulahazara Safari Park,Cox's Bazar,Park,458,1,Low,2953
Khulna,Ramsagar National Park,Dinajpur,Park,441,1,Low,2755
Chittagong,Jatiyo Sriti Shoudho,Savar,Historical Palace,278,1,Low,2809
Sylhet,Bhawal National Park,Gazipur,Park,231,1,Medium,1576
Sylhet,Shoshi Lodge,Mymensingh,Historical Palace,281,1,Low,1625
Barisal,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,439,1,Medium,1700
Dhaka,Lawachara National Park,Sylhet,Park,193,1,Low,1640
Barisal,Kaptai Lake,Rangamati,Picnic Spot,301,1,Medium,1783
Cumilla,Shoshi Lodge,Mymensingh,Historical Palace,219,1,Medium,1805
Cumilla,Mohamaya Eco Park,Chittagong,Picnic Spot,90,1,Low,1169
Barisal,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,183,1,Low,1077
Cumilla,Sreepur Zamindar Bari,Gazipur,Historical Palace,27,1,Low,469
Barisal,Khoiyachora Jhorna,Chittagong,Waterfall,191,3,Medium,4761
Rajshahi,Sonargaon Folk Art Museum,Narayanganj,Historical Palace,279,1,Medium,1847
Rajshahi,Sreemangal,Moulvibazar,Picnic Spot,389,1,Low,2475
Rangpur,Lawachara National Park,Sylhet,Park,447,1,Low,1785
Cumilla,Kuakata Beach,Patuakhali,Sea Beach,374,7,Medium,9312
Barisal,Sreemangal,Moulvibazar,Picnic Spot,325,1,Medium,1552
Rajshahi,Shahjalal Dargah,Sylhet,Historical Palace,450,1,Medium,2351
Rajshahi,Inani Beach,Cox's Bazar,Sea Beach,659,4,Medium,11211
Cumilla,Lalon Shah Mazar,Kushtia,Historical Palace,280,1,Medium,1766
Rajshahi,Saint Martin's Island,Cox's Bazar,Island,737,4,Medium,11913
Sylhet,Nikli Haor,Kishoreganj,Picnic Spot,197,1,Low,1863
Rangpur,Bhola Circuit House,Bhola,Picnic Spot,523,1,Low,2643
Cumilla,Panam City,Narayanganj,Historical Palace,74.6,1,Low,1021
Rangpur,Hardinge Bridge,Kushtia,Historical Palace,226,1,Low,2834
Dhaka,Mujibnagar Memorial,Meherpur,Historical Palace,273,1,Low,2021
Rangpur,Zinda Park,Narayanganj,Picnic Spot,294,1,Low,2487
Chittagong,Kaptai Lake,Rangamati,Picnic Spot,70,1,Low,383
Khulna,Foy's Lake,Chittagong,Park,343,1,Low,2139
Cumilla,Dhanmondi Lake,Dhaka,Park,100,1,Low,1523
Cumilla,Shaheed Suhrawardy Udyan,Dhaka,Park,97,1,Low,1418
Mymensingh,Sreemangal,Moulvibazar,Picnic Spot,219,1,Low,2309
Barisal,Bangabandhu Bridge,Tangail,Historical Palace,273,1,Low,1771
Barisal,Aparajeyo Bangla,Dhaka,Historical Palace,179,1,Low,1592
Cumilla,Dhanmondi Lake,Dhaka,Park,562,1,Medium,2317
Barisal,Bhola Circuit House,Bhola,Picnic Spot,49,1,Low,1323
Chittagong,Boga Lake,Bandarban,Hills,125,2,Medium,3124
Barisal,Lalakhal,Sylhet,Picnic Spot,449,1,Low,1851
Chittagong,Bangladesh National Zoo,Dhaka,Park,258,1,Medium,1677
Khulna,Dulahazara Safari Park,Cox's Bazar,Park,450,1,Medium,2185
Sylhet,Inani Beach,Cox's Bazar,Sea Beach,519,7,High,9493
Rajshahi,Shahporan Dargah,Sylhet,Historical Palace,456,1,Low,2443
Dhaka,Binoy Bhushon Sahar Bari,Rajbari,Historical Palace,138,1,Low,1289
Dhaka,Ghoraghat Fort,Dinajpur,Historical Palace,239,1,Low,1834
Dhaka,Shahjalal Dargah,Sylhet,Historical Palace,236,1,Medium,1714
Rangpur,Mohamaya Eco Park,Chittagong,Picnic Spot,483,1,Medium,1802
Rangpur,Chandradinga,Netrokona,Hills,375,4,High,5713
Cumilla,Lalon Shah Mazar,Kushtia,Historical Palace,280,1,Medium,1576
Mymensingh,Baliadi  Zamindar Bari,Gazipur,Historical Palace,97,1,Low,634
Cumilla,Dhanmondi Lake,Dhaka,Park,100,1,Low,1210
Rangpur,Baliati Jamidar Bari,Manikganj,Historical Palace,254,1,Medium,1721
Cumilla,Takerghat Limestone,Sunamganj,Picnic Spot,31,1,Low,953
Cumilla,Modhutila Eco Park,Sherpur,Park,300,1,Low,2419
Sylhet,Aparajeyo Bangla,Dhaka,Historical Palace,241,1,Medium,1747
Sylhet,Shoshi Lodge,Mymensingh,Historical Palace,281,1,Low,2848
Sylhet,Alutila Cave,Khagrachari,Hills,369,3,Medium,7973
Cumilla,"Chhatak,lal pahar Haor",Sunamganj,Picnic Spot,239,1,Low,1632
Mymensingh,Zinda Park,Narayanganj,Picnic Spot,111,1,Low,1965
Chittagong,Chhatak Haor,Sunamganj,Picnic Spot,382,1,Medium,2866
Barisal,Shaheed Suhrawardy Udyan,Dhaka,Park,150,1,Low,1066
Sylhet,Mujibnagar Smriti Complex,Meherpur,Historical Palace,493,1,Low,1701
Cumilla,Buddha Dhatu Jadi,Bandarban,Historical Palace,295,1,Medium,2409
Khulna,Sundarbans,Satkhira,Forest,110,2,Low,2168
Chittagong,Patenga Beach,Chittagong,Sea Beach,24,6,Medium,8663
Barisal,Mohamaya Eco Park,Chittagong,Picnic Spot,181,1,Low,1330
Cumilla,Takerghat Limestone,Sunamganj,Picnic Spot,31,1,Low,1980
Cumilla,Panam City,Narayanganj,Historical Palace,74.6,1,Low,820
Rangpur,Baliati Jamidar Bari,Manikganj,Historical Palace,254,1,Low,2117
Rajshahi,Lalbagh Fort,Dhaka,Historical Palace,257,1,Low,2527
Cumilla,Lalbagh Fort,Dhaka,Historical Palace,98,1,Low,1660
Mymensingh,Teliapara Tea Garden,Habiganj,Picnic Spot,173,1,Low,1802
Dhaka,Baliadi  Zamindar Bari,Gazipur,Historical Palace,48,1,Low,331
Mymensingh,Saint Martin's Island,Cox's Bazar,Island,585,3,High,10336
Sylhet,Khoiyachora Jhorna,Chittagong,Waterfall,306,3,Medium,3915
Sylhet,Kurigram Eco Park,Kurigram,Park,541,1,Medium,2327
Cumilla,Tindur Waterfall,Bandarban,Waterfall,434,1,Low,4688
Mymensingh,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,499,1,Medium,2595
Rangpur,Foy's Lake,Chittagong,Park,544,1,Low,1864
Rangpur,Baniachong Raj Bari,Habiganj,Historical Palace,435,1,Medium,1600
Dhaka,Rangamati Hanging Bridge,Rangamati,Hills,312,6,High,10390
Rajshahi,Chandraghona Paper Mills,Rangamati,Historical Palace,536,1,Low,1645
Sylhet,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,491,1,Medium,2732
Dhaka,Manikganj Zamindar Bari,Manikganj,Historical Palace,72,1,Low,1151
Cumilla,Bangladesh National Zoo,Dhaka,Park,109,1,Low,1367
Mymensingh,Takerghat Limestone,Sunamganj,Picnic Spot,180,1,Low,1920
Sylhet,Kuakata Beach,Barisal,Sea Beach,518,7,High,17320
Barisal,Shahporan Dargah,Sylhet,Historical Palace,391,1,Low,2012
Barisal,Mohamaya Eco Park,Chittagong,Picnic Spot,181,1,Low,1811
Khulna,Foy's Lake,Chittagong,Park,343,1,Low,2044
Dhaka,Himchari National Park,Cox's Bazar,Park,410,1,Low,2239
Mymensingh,Maheshkhali Island,Cox's Bazar,Island,466,5,Medium,10141
Mymensingh,Shahjalal Dargah,Sylhet,Historical Palace,194,1,Low,1490
Dhaka,Teliapara Tea Garden,Habiganj,Picnic Spot,130,1,Low,1514
Cumilla,Bayazid Bostami Shrine,Chittagong,Historical Palace,147,1,Low,1688
Khulna,Inani Beach,Cox's Bazar,Sea Beach,508,5,High,17808
Cumilla,Keokradong,Bandarban,Hills,283,4,High,10107
Dhaka,Sundarbans,Satkhira,Forest,300,1,Medium,3395
Sylhet,Suagazi Zamindar Bari,Cumilla,Historical Palace,222,1,Low,1587
Chittagong,Ahsan Monjil,Dhaka,Historical Palace,244,1,Low,2886
Cumilla,Tanguar Haor,Sunamganj,Picnic Spot,277,1,Low,1849
Barisal,Narikelbaria Jamidar Bari,Jhenaidah,Historical Palace,195,1,Low,1414
Cumilla,Malnichhara Tea Garden,Sylhet,Picnic Spot,121,1,Low,1240
Rajshahi,Kuakata Beach,Barisal,Sea Beach,436,5,High,16828
Mymensingh,Shoshi Lodge,Mymensingh,Historical Palace,3,1,Low,1758
Rangpur,Swapnapuri Amusement Park,Dinajpur,Picnic Spot,51,1,Low,320
Cumilla,Kantaji Temple,Dinajpur,Historical Palace,603,1,Medium,2662
Rajshahi,Chimbuk View Point,Bandarban,Hills,448,4,Medium,11470
Cumilla,Pachgaon Waterfall,Netrokona,Hills,241,6,High,9758
Rangpur,Sitakunda Eco Park,Chittagong,Park,512,1,Medium,1843
Rangpur,Tindur Waterfall,Bandarban,Waterfall,670,2,Medium,4571
Chittagong,Maheshkhali Island,Cox's Bazar,Island,103,7,Medium,9336
Dhaka,Jadukata River,Sunamganj,Picnic Spot,281,1,Low,1698
Khulna,Zinda Park,Narayanganj,Picnic Spot,235,1,Medium,1795
Rajshahi,Mohamaya Eco Park,Chittagong,Picnic Spot,436,1,Low,2693
Dhaka,Bodhiratna Buddhist Temple,Cox's Bazar,Historical Palace,388,1,Medium,1964
Cumilla,Buddha Dhatu Jadi,Bandarban,Historical Palace,295,1,Low,2691
Barisal,Nafakhum Waterfall,Bandarban,Waterfall,250,3,Medium,4247
Cumilla,Shaheed Suhrawardy Udyan,Dhaka,Park,97,1,Low,1894
Cumilla,Nilachal,Bandarban,Hills,220,6,Medium,9417
Rangpur,Mahasthangarh,Bogura,Historical Palace,95,1,Low,1308
Sylhet,Panam City,Narayanganj,Historical Palace,237,1,Low,2819
Rangpur,Mawa Ghat,Munshiganj,Picnic Spot,346,1,Medium,2706
Dhaka,Kurigram Eco Park,Kurigram,Park,338,1,Medium,2552
Cumilla,Nikli Haor,Kishoreganj,Picnic Spot,127,1,Low,1106
